,booksim_latency,booksim_power,booksim_leakage_store,pred_latency,pred_energy,pred_power,neurosim_latency,neurosim_energy
0,8815.3363136,0.454169,0.0,tensor(58086.3281),tensor(4.5063e+08),tensor(0.3563),257674.29,622375.0
1,2708.9498320000002,0.78376,0.0930417,tensor(32505.0586),tensor(76241576.),tensor(0.6054),646523.58,2350090.0
2,7077.732919200001,1.238484,0.1860834,tensor(64928.0312),tensor(1.9466e+08),tensor(0.9394),1683704.29,8398649.0
3,4872.4682864,0.783902,0.0930417,tensor(37607.9336),tensor(1.3108e+08),tensor(0.6272),830794.29,2974869.0
4,7077.732919200001,1.238484,0.1860834,tensor(64928.0312),tensor(1.9466e+08),tensor(0.9394),1324991.7000000002,7700630.0
5,1307.0065200000001,0.6608700000000001,0.0930417,tensor(21893.2969),tensor(41269864.),tensor(0.5894),318159.22,1445052.0
6,3175.0504656000003,1.587001,0.1860834,tensor(47153.9141),tensor(91243072.),tensor(0.8980),888873.89,6796830.0
7,2351.8314336000003,1.014428,0.0930417,tensor(29779.9473),tensor(64576032.),tensor(0.6011),418954.01,1952804.0
8,3175.0504656000003,1.587001,0.1860834,tensor(47153.9141),tensor(91243072.),tensor(0.8980),700136.12,6085775.0
9,579.5045824000001,1.001156,0.0930417,tensor(7445.0195),tensor(19147590.),tensor(0.5805),106868.04999999999,704582.7
10,945.2063072000001,1.859524,0.1860834,tensor(14816.4590),tensor(36722240.),tensor(1.0403),235669.76,3124112.7
11,822.5687800000001,1.227203,0.0930417,tensor(14261.4932),tensor(26637586.),tensor(0.5834),139398.77000000002,876760.7
12,947.4171640000001,2.209842,0.1860834,tensor(14816.4590),tensor(36722240.),tensor(1.0403),239770.12,3308144.7
13,852.0902208,1.117887,0.0930417,tensor(14940.3174),tensor(27576708.),tensor(0.5838),147687.94,1193230.0
14,1875.7169192000001,2.729959,0.1860834,tensor(36236.9922),tensor(84060080.),tensor(1.2986),267842.26,5348968.0
15,1095.8046704,1.461657,0.0930417,tensor(19558.4922),tensor(34545048.),tensor(0.5867),166730.85,1423799.0
16,1871.2952056,2.836931,0.1860834,tensor(36236.9922),tensor(84060080.),tensor(1.2986),280974.17000000004,18804390.0
0,8815.3363136,0.396045,0.0,tensor(57460.0977),tensor(3.8163e+08),tensor(0.3006),396886.8,605177.0
1,2708.9498320000002,0.6846920000000001,0.14244,tensor(31751.4023),tensor(75287040.),tensor(0.5412),1055426.6,2303854.0
2,7077.732919200001,1.081213,0.28488,tensor(63490.1094),tensor(1.8536e+08),tensor(0.8326),3155538.7,13041167.0
3,4872.4682864,0.6848110000000001,0.14244,tensor(38344.7773),tensor(1.2437e+08),tensor(0.5540),1338950.1,2918027.0
4,7077.732919200001,1.081213,0.28488,tensor(63490.1094),tensor(1.8536e+08),tensor(0.8326),2571536.18,12315347.0
5,1307.6567720000003,0.682728,0.14244,tensor(22696.2930),tensor(44063792.),tensor(0.5265),405132.96,1428966.0
6,3176.0908688000004,1.332223,0.28488,tensor(51237.2734),tensor(1.0668e+08),tensor(0.9067),1067569.88,8114313.0
7,2351.8314336000003,0.8823639999999999,0.14244,tensor(28148.3555),tensor(62471728.),tensor(0.5368),582248.58,1931367.0
8,3178.3017256000003,1.6426850000000002,0.28488,tensor(51237.2734),tensor(1.0668e+08),tensor(0.9067),792191.3400000001,7669474.0
9,579.5045824000001,0.871112,0.14244,tensor(10137.3672),tensor(20132428.),tensor(0.5171),182420.85,981822.0
10,1405.194572,1.708858,0.28488,tensor(30883.9609),tensor(66805540.),tensor(0.9905),311043.55000000005,3185482.0
11,822.5687800000001,1.064696,0.14244,tensor(13805.5410),tensor(29582996.),tensor(0.5202),211349.93000000002,1039908.0
12,958.7315488,2.148243,0.28488,tensor(30883.9609),tensor(66805540.),tensor(0.9905),317378.26,3535430.0
13,854.0409768000001,1.26487,0.14244,tensor(14815.3174),tensor(30488422.),tensor(0.5207),218016.73,1518582.0
14,1497.0101544000001,2.7790730000000003,0.28488,tensor(51706.7578),tensor(1.8780e+08),tensor(1.2056),299806.15,6233264.0
15,736.4754152,1.573534,0.14244,tensor(9770.9375),tensor(30508772.),tensor(0.5861),197514.81,2533629.0
16,1523.5404360000002,3.0561939999999996,0.28488,tensor(51706.7578),tensor(1.8780e+08),tensor(1.2056),425867.23,25852438.0
0,10417.817342400002,0.445189,0.0,tensor(58213.8438),tensor(5.0913e+08),tensor(0.3570),237250.0,691314.0
1,3200.9304952,0.77027,0.0949217,tensor(34393.3594),tensor(85810528.),tensor(0.6201),590746.0,2535638.0
2,8363.8013248,1.215984,0.1898434,tensor(67038.5078),tensor(2.2611e+08),tensor(0.9573),1571756.5,8814634.0
3,5757.721359200001,0.770397,0.0949217,tensor(39391.2383),tensor(1.5319e+08),tensor(0.6391),760184.9,3202854.0
4,8363.8013248,1.215984,0.1898434,tensor(67038.5078),tensor(2.2611e+08),tensor(0.9573),1220289.88,8038482.0
5,1543.9583488000003,0.6518109999999999,0.0949217,tensor(24485.2207),tensor(45764780.),tensor(0.6062),288927.96,1534483.0
6,3751.4338384000002,1.554416,0.1898434,tensor(48897.4531),tensor(1.0282e+08),tensor(0.9214),840667.28,9052727.0
7,2778.7868968000002,0.994305,0.0949217,tensor(30881.7656),tensor(72941752.),tensor(0.6165),384449.28,2062925.0
8,3751.4338384000002,1.554416,0.1898434,tensor(48897.4531),tensor(1.0282e+08),tensor(0.9214),659208.99,8286880.0
9,684.1951544000001,0.9824189999999999,0.0949217,tensor(9353.8672),tensor(21228224.),tensor(0.5986),103218.16,739887.0
