,booksim_latency,booksim_power,booksim_leakage_store,pred_latency,pred_energy,pred_power,neurosim_latency,neurosim_energy
0,8815.3363136,0.448061,0.0,tensor(58277.9336),0.0,tensor(0.3506),232155.29,523329.0
1,2708.9498320000002,0.772114,0.071235,tensor(33060.3359),0.0,tensor(0.6181),571476.58,1494148.0
2,9087.791901600001,1.281945,0.14247,tensor(72594.2422),0.0,tensor(1.0191),1459361.29,4950808.0
3,4872.4682864,0.772256,0.071235,tensor(37750.4062),0.0,tensor(0.6347),736669.29,2006858.0
4,7990.816777600001,1.300399,0.14247,tensor(72594.2422),0.0,tensor(1.0191),1141555.7000000002,4232984.0
5,1308.957276,1.001233,0.071235,tensor(21293.4590),0.0,tensor(0.6091),275100.22,815439.0
6,4069.6671672,1.629453,0.14247,tensor(55465.4688),0.0,tensor(0.9915),738985.89,3307156.0
7,2351.8314336000003,1.0016880000000001,0.071235,tensor(30629.8691),0.0,tensor(0.6157),365159.01,1104843.0
8,4069.6671672,1.629453,0.14247,tensor(55465.4688),0.0,tensor(0.9915),576350.02,2923416.0
9,578.8543304000001,0.873066,0.071235,tensor(6802.5352),0.0,tensor(0.6044),112523.25,416794.5
10,1205.5672080000002,1.957889,0.14247,tensor(19119.9785),0.0,tensor(0.9774),255570.76,1699234.5
11,822.5687800000001,1.213453,0.071235,tensor(13337.7920),0.0,tensor(0.6060),138717.07,525316.5
12,1205.5672080000002,1.957889,0.14247,tensor(19119.9785),0.0,tensor(0.9774),259509.62,1748810.5
13,852.7404728,1.2201629999999999,0.071235,tensor(14046.3086),0.0,tensor(0.6062),159872.63999999998,648334.0
14,1906.7989648,2.105768,0.14247,tensor(31588.7246),0.0,tensor(1.1121),303566.45999999996,2832038.0
15,1095.8046704,1.446793,0.071235,tensor(19319.1445),0.0,tensor(0.6077),176545.05,771278.0
16,1904.5881080000001,2.396178,0.14247,tensor(31588.7246),0.0,tensor(1.1121),371577.37,9898911.0
0,10417.817342400002,0.43898,0.0,tensor(58386.1797),0.0,tensor(0.3529),206572.0,589076.0
1,3200.9304952,0.758446,0.0726744,tensor(35334.6953),0.0,tensor(0.6293),505396.0,1665042.0
2,10739.301931200001,1.256997,0.1453488,tensor(75322.4375),0.0,tensor(1.0269),1297970.5,5341246.0
3,5757.721359200001,0.758572,0.0726744,tensor(39772.0859),0.0,tensor(0.6450),651202.9,2219856.0
4,8911.5736096,1.368877,0.1453488,tensor(75322.4375),0.0,tensor(1.0269),999492.88,4547285.0
5,1546.2992560000002,0.980957,0.0726744,tensor(24886.4531),0.0,tensor(0.6208),245681.96000000002,897814.0
6,4808.8736408,1.594188,0.1453488,tensor(56718.4141),0.0,tensor(1.0002),679450.28,3488853.0
7,2778.7868968000002,0.981335,0.0726744,tensor(31776.9258),0.0,tensor(0.6272),328964.28,1207936.0
8,4808.8736408,1.594188,0.1453488,tensor(56718.4141),0.0,tensor(1.0002),524651.79,3066175.0
9,683.414852,0.858024,0.0726744,tensor(8538.2217),0.0,tensor(0.6166),100764.26,447891.0
10,1423.9218296000001,1.914134,0.1453488,tensor(23500.1484),0.0,tensor(0.9867),235932.78,2232915.0
11,971.4764880000001,1.1878769999999998,0.0726744,tensor(17264.7852),0.0,tensor(0.6180),124038.28,561116.0
12,1423.9218296000001,1.914134,0.1453488,tensor(23500.1484),0.0,tensor(0.9867),239480.26,2289005.0
13,1007.1102976000001,1.194183,0.0726744,tensor(18400.2402),0.0,tensor(0.6182),143167.8,691331.0
14,2296.1698624,1.8969340000000001,0.1453488,tensor(33313.2812),0.0,tensor(0.9885),292208.57999999996,2763864.0
15,1294.3916312000001,1.41404,0.0726744,tensor(20664.3887),0.0,tensor(0.6196),158317.12,819181.0
