,booksim_latency,booksim_power,booksim_leakage_store,pred_latency,pred_energy,pred_power,neurosim_latency,neurosim_energy
0,12020.2983712,0.50242,0.0,tensor(58763.5586),0.0,tensor(0.4064),211482.2,687088.0
1,3692.9111584,0.870806,0.0765129,tensor(37497.3594),0.0,tensor(0.7419),504759.4,2036076.0
2,12390.811960800002,1.4400650000000002,0.1530258,tensor(77942.5312),0.0,tensor(1.1952),1282508.3,6457398.0
3,6642.974432000001,0.87094,0.0765129,tensor(41205.0977),0.0,tensor(0.7555),655977.2,2673148.0
4,9832.460492000002,1.678425,0.1530258,tensor(77942.5312),0.0,tensor(1.1952),978609.8500000001,5562117.0
5,1783.6412360000002,1.122798,0.0765129,tensor(28676.8652),0.0,tensor(0.7353),243121.5,1099823.0
6,5548.080114400001,1.821643,0.1530258,tensor(59080.0625),0.0,tensor(1.1722),618814.35,4214144.0
7,3205.74236,1.123175,0.0765129,tensor(33367.4844),0.0,tensor(0.7404),327532.55,1469634.0
8,5548.080114400001,1.821643,0.1530258,tensor(59080.0625),0.0,tensor(1.1722),461357.64999999997,3707059.0
9,787.9753736,0.985419,0.0765129,tensor(10591.7354),0.0,tensor(0.7324),97353.71,537622.0
10,1642.2764512,2.184928,0.1530258,tensor(27404.6406),0.0,tensor(1.1615),211296.76,1766482.0
11,1120.3841960000002,1.357842,0.0765129,tensor(19034.3066),0.0,tensor(0.7334),117794.06000000001,670833.0
12,1642.2764512,2.184928,0.1530258,tensor(27404.6406),0.0,tensor(1.1615),214738.98,1830876.0
13,1161.4801224000003,1.3648449999999999,0.0765129,tensor(20163.6562),0.0,tensor(0.7335),139191.19,832389.0
14,2525.7088184000004,2.170515,0.1530258,tensor(37153.7109),0.0,tensor(1.1628),300108.4,4052863.0
15,1492.9785920000002,1.61364,0.0765129,tensor(22401.8047),0.0,tensor(0.7345),160294.84,985351.0
16,2187.0575768000003,2.568068,0.1530258,tensor(37153.7109),0.0,tensor(1.1628),389492.18,18101408.0
0,10417.817342400002,0.507964,0.0,tensor(58624.7969),0.0,tensor(0.4018),237783.0,687105.0
1,3200.9304952,0.878865,0.0745937,tensor(35629.5625),0.0,tensor(0.7298),585332.0,2036140.0
2,10739.301931200001,1.455141,0.1491874,tensor(75808.4062),0.0,tensor(1.1831),1489624.6,6455785.0
3,5757.721359200001,0.879011,0.0745937,tensor(39769.6562),0.0,tensor(0.7438),751823.8,2673215.0
4,8911.5736096,1.58747,0.1491874,tensor(75808.4062),0.0,tensor(1.1831),1150875.59,5560512.0
5,1546.2992560000002,1.135124,0.0745937,tensor(24991.9707),0.0,tensor(0.7230),284366.58,1099856.0
6,4808.8736408,1.843434,0.1491874,tensor(56670.6445),0.0,tensor(1.1599),774279.99,4213368.0
7,2778.7868968000002,1.135564,0.0745937,tensor(32213.9160),0.0,tensor(0.7282),378592.69,1469216.0
8,4808.8736408,1.843434,0.1491874,tensor(56670.6445),0.0,tensor(1.1599),598779.8600000001,3706621.0
9,683.414852,0.994116,0.0745937,tensor(8424.9453),0.0,tensor(0.7199),115909.77,537530.0
10,1423.9218296000001,2.21203,0.1491874,tensor(23252.6465),0.0,tensor(1.1491),267795.15,2677783.0
11,971.4764880000001,1.373447,0.0745937,tensor(17284.4375),0.0,tensor(0.7209),142017.62,670741.0
12,1423.9218296000001,2.21203,0.1491874,tensor(23252.6465),0.0,tensor(1.1491),271942.25,2749560.0
13,1007.1102976000001,1.380752,0.0745937,tensor(18361.4141),0.0,tensor(0.7211),164385.59,832301.0
14,2296.1698624,2.193175,0.1491874,tensor(32797.0703),0.0,tensor(1.1505),333018.34,3308509.0
15,1294.3916312000001,1.633969,0.0745937,tensor(20634.3574),0.0,tensor(0.7221),181760.93,985050.0
16,1896.0047816000001,2.602325,0.1491874,tensor(32797.0703),0.0,tensor(1.1505),412946.48,16278717.0
0,10417.817342400002,0.436203,0.0,tensor(58395.2695),0.0,tensor(0.3507),249756.1,603377.0
1,3200.9304952,0.7536,0.0726744,tensor(35327.2734),0.0,tensor(0.6250),615366.2,1814554.0
2,10739.301931200001,1.249023,0.1453488,tensor(75312.5469),0.0,tensor(1.0204),1570539.2999999998,5954307.0
3,5757.721359200001,0.753725,0.0726744,tensor(39780.7734),0.0,tensor(0.6408),792924.6,2399067.0
4,8911.5736096,1.36008,0.1453488,tensor(75312.5469),0.0,tensor(1.0204),1228829.87,5154947.0
5,1546.2992560000002,0.974753,0.0726744,tensor(24888.6895),0.0,tensor(0.6164),296228.54,993049.0
6,4808.8736408,1.5841560000000001,0.1453488,tensor(56755.6289),0.0,tensor(0.9935),795206.5800000001,3980002.0
7,2778.7868968000002,0.975128,0.0726744,tensor(31773.3789),0.0,tensor(0.6229),393028.57999999996,1336642.0
8,4808.8736408,1.5841560000000001,0.1453488,tensor(56755.6289),0.0,tensor(0.9935),620325.6799999999,3522317.0
9,683.414852,0.8525469999999999,0.0726744,tensor(8540.6777),0.0,tensor(0.6122),121132.5,497348.0
10,1423.9218296000001,1.902147,0.1453488,tensor(23513.5820),0.0,tensor(0.9799),274994.26,2030452.0
11,971.4764880000001,1.180409,0.0726744,tensor(17281.8594),0.0,tensor(0.6137),149287.18,624688.0
12,1423.9218296000001,1.902147,0.1453488,tensor(23513.5820),0.0,tensor(0.9799),279240.35,2095265.0
13,1007.1102976000001,1.1866750000000001,0.0726744,tensor(18421.7754),0.0,tensor(0.6138),172088.4,776802.0
14,2252.2128272,2.044502,0.1453488,tensor(37277.9219),0.0,tensor(1.1035),326681.04000000004,3387437.0
